都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,情報登録日,情報更新日,備考
26000,0000001124,京都府,京都市北区,四季育む宿　然林房,ネンリンボウ,,,京都府京都市北区鷹峯北鷹峯町40,,35.054708 ,135.728711 ,休日：不定休,,,昼　11時～16時夜　17時30分～21時（要予約）,,"宿場弁当　2,700円～会席　8,640円～宿泊料金　1泊2食　15,552円～　1泊朝食　11,340円～",五感に染み入る鷹峯の宿。洛北の自然の凛とした四季の移ろいをお楽しみいただけます。,,市バス「鷹峯源光庵」下車、徒歩約5分,40台,車椅子可（一部車椅子対応の部屋有り。要事前連絡）車椅子対応トイレ有り筆談対応可,四季育む宿　然林房,075-491-2231　,,,,http://www.nenrinbo.com/,2009-07-13,2021-01-21,
26000,0000000258,京都府,京都市北区,今宮神社,イマミヤジンジャ,,,京都府京都市北区紫野今宮町,,35.046012 ,135.742029 ,休日：無休,,,参拝自由,,無料,疫病鎮めの信仰が厚い神社。楼門をくぐり境内へ進むと拝殿が建ち、その奥に本社、摂社疫社、西側には西陣織の業祖神である織姫社や稲荷社などの末社が祀られている。毎年4月（第2日曜日）に行われている「やすらい祭」は、京の三奇祭として有名。※ご利益：健康長寿　良縁開運,,市バス（46系統）「今宮神社前」下車市バス（12、204、205、206、北8系統）「船岡山」下車、徒歩7分,有料、最初の1時間100円、以後30分毎に100円※ただし、12/31から1月第1週目の日曜日までは1時間500円,車椅子一部可（要介助、本社殿神前への参列は不可）車椅子対応トイレ無し筆談対応可補助犬同行可,今宮神社,075-491-0082,,,,http://imamiyajinja.org,2009-07-13,2021-02-05,
26000,0000003563,京都府,京都市北区,京都府立堂本印象美術館,キョウトフリツドウモトインショウビジュツカン,,,京都府京都市北区平野上柳町44281,,35.035151 ,135.726063 ,休日：月曜日（祝日の場合は翌日）、12/28～1/4、展示替え期間,,,9時30分～17時（入館16時30分まで）,,一般　510円高校・大学生　400円小・中学生　200円団体（20名以上）2割引※65歳以上の方（要証明）、障害者手帳をお持ちの方（介護者1名を含む）は無料,"世界遺産、金閣寺と龍安寺の間のきぬかけの路にひときわ目立つ建物。多彩な芸術活動で知られる日本画家・堂本印象の作品を展示する他、近現代日本画の特別企画展を開催。収蔵品は日本画、油彩画、工芸など2,300点余におよぶ。印象自身のデザインによる美術館の建物自体も作品の一つ。",,市バス（50、51、12、55、15、59系統）、またはJRバス「立命館大学前」下車,,車椅子可（2台まで、要介助）車椅子対応トイレ有り,京都府立堂本印象美術館,075-463-0007,,,,https://insho-domoto.com,2009-07-13,2021-01-29,新型コロナウイルス感染症拡大防止対策として、検温・消毒・入場時に連絡先の提出を実施しています。
26000,0000001122,京都府,京都市北区,ルルソン・キ・ボア,ルルソン・キ・ボア,,,京都府京都市北区上賀茂豊田町,,35.056837 ,135.765969 ,休日：不定休,,,11時30分～14時（ラストオーダー）17時～20時（ラストオーダー）,,"昼　2,000円～（税別）夜　4,000円～（税別）",旬の京野菜を使ったフランス料理。ワインの種類も豊富。,,地下鉄烏丸線「北山」駅下車、徒歩7分,,車椅子可（要事前連絡）車椅子対応トイレ無し,ルルソン・キ・ボア,075-701-7155,,,,http://www.ruruson.sakura.ne.jp,2009-07-13,2021-02-15,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・新型コロナウイルス感染拡大予防ガイドライン推進事業所ステッカー掲示・入店時の消毒・パーテーション設置・加湿機能付空気清浄機設置・店内や設備等の消毒、除菌、洗浄
26000,0000001123,京都府,京都市北区,光悦茶家,コウエツヂャヤ,,,京都府京都市北区鷹峯光悦町,,35.054137 ,135.729188 ,休日：火曜日（祝日は営業、11月は無休）,,,,,おそば　650円～980円お抹茶（生菓子付）、ぜんざい　600円,鷹峯でしか育たない京野菜、辛味大根を薬味としたおそば。からだがほっこり暖かくなる鴨そばなど。春には、街中より少し遅く満開になる紅しだれ桜の下で、お抹茶などをいただける。,,市バス「源光庵前」下車、徒歩3分,約20台,車椅子不可補助犬同行可,光悦茶家,075-492-5151　,,,,,2009-07-13,2019-02-14,
26000,0000000275,京都府,京都市北区,わら天神宮,ワラテンジングウ,,,京都府京都市北区衣笠天神森町10,,35.036055 ,135.731627 ,休日：無休,,,8時30分～17時,,拝観無料,はじめ北山天神丘に鎮座していた北山の産土神（うぶすなかみ）。足利義満の北山殿造営のとき、ここに遷された。安産や子授けの御神徳で知られ、授けられた安産お守りの中に入ったわらのお守りの節の有無で生まれてくる子供の性別が異なるという珍しい信仰がある。また、摂社六勝（ろくしょう）神社は「六（む）つかしいことに勝つ」とも読めることから、必勝、成功、開運、合格祈願の守護神として崇敬を集める。※ご利益：安産、子授け、縁結び,,市バス（15、50、55、101、102、204、205系統）「わら天神前」下車阪急京都線「西院」駅から市バス（205系統）で「わら天神前」下車JR山陰線「円町」駅から市バス（205系統）で「わら天神前」下車地下鉄烏丸線「北大路」駅から（101、102、204、205系統）で「わら天神前」下車,普通車14台、料金/無料,車椅子不可車椅子対応トイレ無し,わら天神宮,075-461-7676,,,,,2009-07-13,2021-02-05,e-mail：info@waratenjinguu.com
26000,0000000261,京都府,京都市北区,常照寺,ジョウショウジ,,,京都府京都市北区鷹峯北鷹峯町1,,35.055505 ,135.732844 ,休日：無休,,,8時30分～17時,,中学生以上　400円子供　200円,島原の吉野太夫が寄進した吉野門で有名。境内には当時の豪商・灰屋紹益と吉野太夫との比翼塚がある。毎年4月第2日曜日には花供養が行われ、鷹峯三山を背景に繰り広げられる島原の太夫道中、太夫の点前による野点などの行事には大勢の人が訪れる。※ご利益：諸願成就のご祈祷可　特に帯着物供養（帯塚）、芸道精進（吉野太夫にあやかり）、子授け（鬼子母神）、学業向上受験合格（開運勝利）など,,市バス「鷹峯源光庵前」下車、徒歩2分,"普通車15台、バス3台、料金/バス1台1,000円、普通車　志納",車椅子可,常照寺,075-492-6775,,,,,2009-07-13,2021-02-05,
26000,0000003290,京都府,京都市北区,京象嵌の館　川人象嵌・川人ハンズ,キョウゾウガンノヤカタ　カワヒトゾウガン・カワヒトハンズ,,,京都府京都市北区等持院南町76,,35.026060 ,135.723899 ,休日：土曜日、日曜日、祝日、年末年始、お盆※季節により変更有り,,,9時～16時30分,,"体験教室　1名3,000円",象嵌の製作実演、資料の展示、作品販売、体験教室。体験教室（要予約）所要時間／1時間30分定員／4名～6名（一教室）,,市バス「等持院南町」下車、徒歩1分,普通車1台,車椅子不可,京象嵌の館　川人象嵌・川人ハンズ,075-461-2773,,,,http://www.kawahitozougan.com/,2009-07-13,2021-03-05,
26000,0000006757,京都府,京都市上京区,京都の歴史を学ぶ（平安京の遺跡めぐりなど）,キョウトノレキシヲマナブ,,,京都府京都市上京区今出川通大宮東入ル元伊佐町265-1,,35.029953 ,135.749633 ,休日：月曜日、土曜日、日曜日、祝日、年末年始,,,事前相談※ただし、発掘体験は天候等により実施できない場合がある。,,,平安京をはじめ市内の遺跡をガイドの案内により巡る「遺跡めぐり」を実施。また、発掘体験も可。,,,,,京都市考古資料館,075-432-3245,,,,https://www.kyoto-arc.or.jp/museum/,2009-07-13,2021-01-29,修学旅行で京都を訪れる中学・高校生が対象
26000,0000003622,京都府,京都市上京区,高津古文化会館,コウヅコブンカカイカン,,,京都府京都市上京区今出川通天神筋下ル大上之町61,,35.026635 ,135.734499 ,休日：不定期、12/28～1/5※展覧会期間中は月曜日休館,,,10時～17時,,要問合せ,甲冑や刀剣、婚礼調度の大揃え、茶の湯の道具、屏風類などの古美術品を展示。映画の小道具貸し出し業を母体としているユニークな美術館。,,市バス「北野天満宮前」下車、徒歩3分,普通車4台、無料,車椅子可（介助が必要な場合はお申し出ください。）車椅子対応トイレ無し筆談対応可補助犬同行可,高津古文化会館,075-461-8700,,,,http://www1.odn.ne.jp/kozu-kobunka/,2009-07-13,2019-02-12,企画についてはホームページ（http://www1.odn.ne.jp/kozu-kobunka/）をご確認ください。春秋の特別企画展示期間以外は要問合せ※現在休館中です。詳細はお問い合わせください。
26000,0000003732,京都府,京都市上京区,京都こども文化会館（エンゼルハウス）,キョウトコドモブンカカイカン（エンゼルハウス）,,,京都府京都市上京区一条通七本松西入ル,,35.027004 ,135.738299 ,休日：月曜日（祝日の場合は翌日）、毎月25日、12/28～1/4,,,9時～21時,,演目による,京都こども文化会館は、文化芸術を鑑賞する場として、また、文化芸術を創造し発表する場として、国際児童年を記念して京都府と京都市の協力により開館した施設。こどもから大人まで、低料金で利用できる公立の施設です。,,市バス「北野天満宮前」、または市バス「千本中立売」下車,,車椅子可（要事前連絡）車椅子対応トイレ有り筆談対応可補助犬同行可,京都こども文化会館（エンゼルハウス）,075-464-0356,,,,http://www.eonet.ne.jp/~angel-house/,2009-07-13,2019-02-14,
26000,0000000074,京都府,京都市上京区,千本釈迦堂（大報恩寺）,センボンシャカドウ（ダイホウオンジ）,,,京都府京都市上京区今出川七本松上ル溝前町,,35.031604 ,135.739812 ,休日：無休,,,9時～17時,,拝観料（堂内と第二霊宝殿）　一般　600円　高校・大学生　500円　小・中学生　400円団体（20名以上）は50円引き,正式には大報恩寺。数々の災厄をまぬがれ、安貞元年（1227）の創建当時のままの姿で残る京都市街最古の建造物。この本堂造営には切ないエピソードがある。棟梁が柱を短く切り過ぎた際、その妻、おかめが「斗ぐみ（ますぐみ）をほどこせば・・・」と提言し、造営は成功。しかし、おかめは夫の名誉のために自刃。彼女の徳をたたえたおかめ塚が、本堂を見守るように建っている。また、2月節分の日のおかめ節分、12月7日、12月8日の大根炊きは有名。※ご利益：除災招福、厄除け、夫婦和合、中風,,市バス「上七軒」下車、徒歩5分,,,千本釈迦堂（大報恩寺）,075-461-5973,,,,http://www.daihoonji.com,2009-07-13,2021-02-05,
26000,0000004053,京都府,京都市上京区,くるっとパーク御所東,クルットパークゴショヒガシ,,,京都府京都市上京区寺町通丸太町上ル松蔭町135-1,,35.018790 ,135.767265 ,,,,0時～24時（24時間営業）,,"普通車8時～20時　20分100円20時～翌8時　60分100円昼間（8時～20時）最大1,300円夜間（20時～翌8時）最大500円",69台※高さ制限2.30m,,,,,一般財団法人京都市都市整備公社,075-361-7431,,,,http://www.kyotopublic.or.jp,2009-07-13,2019-10-30,無人
26000,0000003263,京都府,京都市上京区,京とうふ藤野,キョウトウフフジノ,,,京都府京都市上京区今小路通御前西入紙屋川町843-7,,35.027672 ,135.734547 ,休日：月曜日（ただし、祝日及び、25日の場合は営業、翌火曜日休業）,,,10時～18時カフェは17時ラストオーダー,,おとうふ1丁　200円～豆乳ソフトクリーム　300円～,藤野のおとうふやお揚げはもちろん、観光のおみやげにぴったりのオリジナルグッズや小物も揃っています。豆乳ソフトクリームやデザートも充実。,,市バス「北野天満宮」下車、徒歩2分,提携のパーキング200円チケット進呈,車椅子不可車椅子対応トイレ無し補助犬同行可,京とうふ藤野,075-463-1028,,,,https://www.kyotofu.co.jp,2009-07-13,2021-02-08,1/21～2/20の期間、臨時休業させていただきます。
26000,0000009192,京都府,京都市上京区,京やのお昼・甘味処　ShiじMa,キョウヤノオヒル・カンミドコロ　シジマ,,,京都府京都市上京区油小路一条下る油橋詰町,,35.025918 ,135.753878 ,休日：毎週月曜日・火曜日,,,ランチ　11時30分～15時（ラストオーダー14時頃）喫茶　14時30分～17時（ラストオーダー16時30分頃）夜は予約にて営業,,,もみじやヒメウツギ等の木々と季節の和花に彩られた路地奥の一軒家レストラン。（テーブル12席）和洋を取り混ぜた『昼膳』は、自家菜園の野菜を中心に優しい味。また、黒大豆みつ豆、あんみつは寒天・黒みつ・あんこ等全て手作りです。,,地下鉄烏丸線「今出川」駅下車、徒歩10分,1台,車椅子不可車椅子対応トイレ無し筆談対応可補助犬同行可,京やのお昼・甘味処　ShiじMa,075-415-0736,,,,,2010-03-11,2021-02-15,新型コロナウイルス感染症拡大防止対策として、・新型コロナウイルス感染拡大予防ガイドライン推進事業所ステッカー掲示・入店時の消毒のお願い・座席の間引き・アクリル板設置・空気清浄機・加湿器設置・定期的換気などを行っています。
26000,0000003262,京都府,京都市上京区,菓遊茶屋,カユウヂャヤ,,,京都府京都市上京区今出川通堀川西入ル（鶴屋吉信2階）,,35.029955 ,135.751442 ,休日：1階店舗　元日を除き年中無休※臨時休あり2階お休み処　菓遊茶屋　水曜日・年末年始,,,10時～17時（ラストオーダー16時30分）,,"季節の生菓子と抹茶セット　1,210円",菓子職人が目の前で調製してくれるできたての和菓子を抹茶で味わえる。1階は店舗。代表銘菓の柚餅、京観世をはじめ季節の銘菓をとり揃えている。,,市バス「堀川今出川」下車,普通車約15台,車椅子可車椅子対応トイレ有り（ただし、別フロア）筆談対応可補助犬同行可,菓遊茶屋,075-441-0105,,,,https://www.tsuruyayoshinobu.jp,2009-07-13,2021-02-15,1/14から当面の間、休業させていただきます。
26000,0000007716,京都府,京都市上京区,弓月京店,ユヅキキョウミセ,,,京都府京都市上京区上七軒701,,35.030535 ,135.737400 ,休日：水曜日（ただし、水曜日が25日・祝日の場合は翌日）※新型コロナウイルス感染拡大により営業時間、定休日が記載と異なる場合があります。ご来店の際は事前に店舗にご確認ください。,,,10時～18時,,,江戸時代に建てられた上七軒のお茶屋の面影が残る西陣御召織元のアンテナショップ。着物の誂え、御召地を使った小物を販売している。,,市バス「上七軒」下車、徒歩3分,,,弓月京店,075-467-8778,,,,http://www.yuzuki-net.jp/,2009-07-13,2021-02-09,
26000,0000003261,京都府,京都市上京区,近為,キンタメ,,,京都府京都市上京区千本通五辻上ル牡丹鉾町576,,35.031269 ,135.741916 ,休日：お茶漬席　12/1～1/6販売　1/1～1/5,,,飲食（きんため御膳）　11時30分～14時50分（ラストオーダー14時）店舗　9時30分～17時30分,,"きんため御膳　1,980円（税込）",明治12年（1879）創業の京漬物の老舗。飲食スペースが設けられており、近為自慢の漬物で「きんため御膳」が味わえる。,,市バス「千本今出川」下車,,車椅子可（要事前連絡）車椅子対応トイレ無し,近為,075-461-4072,,,,http://www.kintame.co.jp/,2009-07-13,2021-02-10,
26000,0000006435,京都府,京都市上京区,ホテルルビノ京都堀川,ホテルルビノキョウトホリカワ,,,京都府京都市上京区東堀川通下長者町下ル,,35.021861 ,135.752421 ,,,,宿泊　チェックイン　15時　チェックアウト　11時レストラン「ブランヴェール」　朝食　7時～9時30分　昼食　11時30分～14時30分（ラストオーダー14時）　夕食　17時～21時（ラストオーダー20時30分）ティーラウンジ　9時～21時,,,徒歩圏内には、世界遺産の二条城、京都御所があります。快適なご滞在のための広さを確保したシングルルームやツインルーム、ご家族やお仲間とのご旅行に便利な和室。ビジネスに観光に、京都へのご旅行にリーズナブルなご料金でサポートいたします。部屋タイプ／シングル、ツイン、和室、和洋室,,各線「京都」駅から、市バス（9、50系統）で約30分「堀川下長者町」下車 、徒歩1分地下鉄烏丸線「丸太町」駅下車、2番出口から徒歩15分,乗用車62台、料金/宿泊の方は1泊500円,車椅子可（要介助）,ホテルルビノ京都堀川,075-432-6161,,,,http://www.rubino.gr.jp/,2009-07-13,2021-01-14,新型コロナウイルスによる感染症への対策として以下の取組を行っています。【ホテルでの取り組み】消毒液の設置、定期消毒の強化、飛沫感染防止の強化、ソーシャルディスタンスの対応【お客様へのお願い】来館時の手指消毒へのご協力のお願い、チェックイン時にお客様の検温ならびに健康状態に関してのお伺い、レストラン・宴会場ご利用のお客様への検温・マスク着用のお願いなど【従業員に対する取り組み】出退勤時のマスク着用、出勤時の体調チェック、従業員通用口での手指消毒の徹底
26000,0000003260,京都府,京都市上京区,萬亀楼,マンカメロウ,,,京都府京都市上京区猪熊通出水上ル蛭子町387,,35.022142 ,135.750433 ,休日：水曜日（変動の場合あり）,,,昼　12時～15時（閉店）夜　17時30分～21時30分（閉店）,,"有職料理コース　30,000円、40,000円、50,000円（税・サ別）京料理コース　10,000円～（税・サ別、12時～13時までに入店）　18,000円～（税・サ別、12時～19時までに入店）竹籠弁当　6,500円（税・サ別、12時～14時までに入店）",有職料理とは、古くからの宮廷の儀式や行事の際に供されたもの。萬亀楼では、これに現代風の味つけを施し、現代人にも美味しく食せるようにした料理が賞味できる。,,市バス「堀川下長者町」下車、徒歩2分,普通車5台,,萬亀楼,075-441-5020,,,,http://www.mankamerou.com/,2009-07-13,2019-02-08,要予約
26000,0000003731,京都府,京都市上京区,京都府立府民ホール（アルティ）,キョウトフリツフミンホール（アルティ）,,,京都府京都市上京区烏丸通一条下ル龍前町590-1,,35.025444 ,135.758729 ,休日：第1・第3月曜日（祝日の場合は翌日）、年末年始（12/28～1/4）,,,開館時間　9時～21時30分受付時間　9時～18時,,"ホール　29,500円～156,000円",優れた文化芸術活動の場を提供し、府民の文化の向上に資するため昭和63年（1988）に開館。「アルティ」の愛称で親しまれ、残響可変装置、および電動昇降床機構による多様なステージバリエーションを実現した音楽・演劇・舞踊等に使用できる舞台芸術専用のホール。ホール／標準客席数424席、最大客席数560席,,市バス「烏丸一条」下車地下鉄烏丸線「今出川」駅下車、6番出口から南へ徒歩5分,,車椅子可車椅子対応トイレ有り筆談対応可会話サポート聴覚補助具有り補助犬同行可※催物ごとに異なりますので、各公演の問い合わせ先にお問い合わせください。,京都府立府民ホール（アルティ）,075-441-1414,,,,http://www.alti.org,2009-07-13,2020-03-31,利用申込先・方法/同館へ直接（使用日の12ヶ月前（アマチュアは10ヶ月前）から受付）運営者・管理者/創（公益財団法人京都文化財団・株式会社コングレ共同事業体）
26000,0000000075,京都府,京都市上京区,釘抜地蔵（石像寺）,クギヌキジゾウ（シャクゾウジ）,,,京都府京都市上京区千本通り上立売上ル花車町503,,35.033392 ,135.742213 ,休日：無休,,,8時～16時30分,,無料,釘抜（苦抜き）地蔵で知られる石像寺は、弘仁10年（819）弘法大師によって開創された。本尊の釘抜地蔵尊は、さまざまな苦しみを抜き取ってくれるとか。本堂には心とからだの痛みがこのようにとれましたという御礼の意味の2本の釘と釘抜きが付いた絵馬が数えきれないほど奉納されている。※ご利益：苦悩解消、諸病平癒、諸願成就,,市バス「千本上立売」下車、徒歩2分,,車椅子可車椅子対応トイレ無し筆談対応可補助犬同行可,釘抜地蔵（石像寺）,075-414-2233,,,,,2009-07-13,2021-02-05,
26000,0000003730,京都府,京都市上京区,京都府立文化芸術会館,キョウトフリツブンカゲイジュツカイカン,,,京都府京都市上京区寺町通広小路下ル東桜町1,,35.022953 ,135.768850 ,休日：年末年始（12/28～1/4）,,,開館時間　9時～21時30分（催しによる）受付時間　9時～18時展示室　10時～18時（月曜日は準備日、最終日の終了時間は異なる。）,,展示室　入場無料ホール・和室公演は催しによって異なる,文化芸術を愛する人々に発表と交流の場を提供し、京都における文化芸術の創造活動に寄与することを目的に設置された。文化芸術の創造活動のための専門施設。ホール／419席、車椅子席 3席展示室／1階（154平方m有効壁面47.5m）、2階（154平方m有効壁面47.5m）、3階（88平方m有効壁面約35m・和室）会議室／洋室29平方m、73平方m、和室19平方m、88平方m,,市バス「府立医大病院前」下車,乗用車35台、30分150円,車椅子可車椅子対応トイレ有り筆談対応可補助犬同行可（貸し館利用もあり要事前連絡）,京都府立文化芸術会館,075-222-1046,,,,http://www.bungei.jp/,2009-07-13,2021-03-05,施設利用申込については会館へお問い合わせください。運営者・管理者／指定管理者　創（公益財団法人京都文化財団・株式会社コングレ共同事業体）※新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・来館者（観客・出演者等）及び職員の手指消毒及び検温、マスク着用の徹底・公演主催者に対する感染防止対策の徹底（氏名、連絡先等来館者情報の収集管理を含む）・施設内の消毒・ホールの空調にウイルス除去機能を付加など
26000,0000000076,京都府,京都市上京区,千本ゑんま堂（引接寺）,センボンエンマドウ（インジョウジ）,,,京都府京都市上京区千本通り鞍馬口下ル閻魔前町34,,35.035111 ,135.740526 ,,,,行事のない日　毎日9時30分～16時塔婆流し体験　毎日9時～16時スライド紙芝居で知る閻魔王　不定期公開（お問い合わせください。）,,本堂拝観　500円塔婆流し体験　300円スライド紙芝居で知る閻魔王　志納,※ご利益：強運、法の守護※宿泊はありません。,,市バス「千本鞍馬口」、または市バス「乾降校前」下車、徒歩2分,,,千本ゑんま堂（引接寺）,075-462-3332,,,,,2009-07-13,2021-02-05,
26000,0000004057,京都府,京都市上京区,京都市出町駐車場,キョウトシデマチチュウシャジョウ,,,京都府京都市上京区河原町通今出川上ル青龍町,,35.030287 ,135.770041 ,,,,4時30分～25時,,"〈普通車〉30分毎　150円最大料金　1,250円1泊　21時～翌9時　1,250円",159台※高さ制限2.10m　地下式,,,,車椅子可（トイレ可）,京都市出町駐車場,075-251-0222,,,,http://www.kyotopublic.or.jp/,2009-07-13,2019-10-25,
26000,0000000056,京都府,京都市上京区,梨木神社,ナシノキジンジャ,,,京都府京都市上京区寺町通広小路上ル染殿町,,35.025090 ,135.767338 ,休日：無休,,,,,拝観自由,京都御苑の東の細長い境内にたたずむ梨木神社は、明治18年（1885）に維新の功臣である三條実万（さねつむ）を祭神として創建、後に子息の実美（さねとみ）が合祀された。萩の名所として知られ、9月中旬～下旬、境内や参道で薄いピンクや白の萩の花が秋の風に揺れている。9月第3、または第4日曜日前後は恒例の萩まつりが行われる。,,市バス「府立医大病院前」下車、徒歩3分,普通車2～3台程度、料金/無料※ただし、9月～10月上旬の土曜日、日曜日、祝日はほとんど駐車不可。神社の南側に御苑駐車場、東側に府立医大病院駐車場ともに有料がある。,車椅子可車椅子対応トイレ無し補助犬同行可,梨木神社,075-211-0885,,,,http://nashinoki.jp/,2009-07-13,2021-01-14,
26000,0000006436,京都府,京都市上京区,御所西 京都平安ホテル,ゴショニシ キョウトヘイアンホテル,,,京都府京都市上京区烏丸通上長者町上ル,,35.024437 ,135.758896 ,,,,,,"宿泊　洋シングルルーム　9,500円～　洋ツインルーム2名様利用　17,000円～　和室8帖3名様利用　25,500円～　和室12帖4名様利用　32,000円～※京都市宿泊税は別途",京都御所の目の前、京都を感じるのには最も適した宿。平安神宮の神苑や無隣庵の作庭で有名な庭師「植治」こと七代目小川治兵衛作の日本庭園が四季折々の表情で皆様をお迎えいたします。,,地下鉄烏丸線「今出川」駅下車、6番出口南へ徒歩7分各線「京都」駅からタクシーで約15分,有料,車椅子可（一部車椅子不可、要介助）車椅子対応トイレ有り筆談対応可補助犬同行可,御所西 京都平安ホテル,075-432-6181,,,,http://www.kyoto-heian-hotel.com,2009-07-13,2021-02-04,
26000,0000000080,京都府,京都市上京区,宝鏡寺（人形の寺）,ホウキョウジ（ニンギョウノテラ）,,,京都府京都市上京区寺之内通堀川東入ル百々町547,,35.034062 ,135.752714 ,,,,3/1～4/3、11/1～11/30※新型コロナウイルス感染症拡大防止対策のため、2021年は3月1・2・3日、6・7日、13・14日、20・21日、27・28日、4月3日の合計12日間のみです。,,600円,歴代皇女が住持となる尼門跡寺院のため百々御所の名がある。孝明天皇遺愛の人形のほか、御所より賜った人形などを公開し、人形寺と呼ばれている。春と秋の2回開かれる人形展に合わせて寺内を一般公開。また、10月14日の人形供養祭の日には全国各地からよせられた人形の供養が行われる。,,市バス「堀川寺ノ内」下車、徒歩1分,普通車2台,,宝鏡寺（人形の寺）,075-451-1550,,,,http://www.hokyoji.net/,2009-07-13,2021-02-04,
26000,0000007317,京都府,京都市上京区,西陣くらしの美術館　冨田屋,トンダヤ,,,京都府京都市上京区大宮通一条上ル,,35.027438 ,135.748891 ,休日：元旦,,,9時～17時（最終入館16時）,,"〈基本プラン〉「町家の見学」+「しきたりを学ぶ」　2,200円(税込)〈オプション〉着物体験　別途4,400円(税込)お茶席体験　別途3,300円(税込)伝統弁当　別途3,300円(税込)12/29～1/3は正月特別料金(30%増)",国の登録有形文化財の町家を見学いただき、古くからつちかわれたしきたりの話をお楽しみください。「生きた町家」に触れることができます。また、ご希望に応じて、着物の着付けやお茶席、伝統弁当も体験いただけます。,,市バス「一条戻橋・晴明神社前」下車市バス「今出川大宮」下車,,,西陣くらしの美術館　冨田屋,075-432-6701,,,,http://www.tondaya.co.jp/,2009-07-13,2021-08-03,要予約
26000,0000001092,京都府,京都市上京区,天喜,テンキ,,,京都府京都市上京区千本通今出川上ル上善寺町89,,35.030612 ,135.742124 ,休日：月曜日（祝日・振替休日は営業）,,,11時30分～20時（ラストオーダー）,,"会席料理　昼　6,000円～　夜　10,000円～カウンター（予約可）　3,850円～",天ぷらと京料理が美味しくいただける。,,市バス「千本今出川」下車すぐ,10台,車椅子可（要事前連絡）車椅子対応トイレ無し補助犬同行一部不可の場所有り,天喜,075-461-4146　,,,,http://kyoto-tenki.com,2009-07-13,2019-10-16,
26000,0000007711,京都府,京都市上京区,小宿　布屋,オヤド　ヌノヤ,,,京都府京都市上京区油小路丸太町上る米屋町281,,35.018206 ,135.753516 ,休日：不定休,,,,,"一泊朝食付　9,000円（宿泊税別）",築120年の京町家民宿。テレビ、電話もなく、全館禁煙。1日2組8名までの小さな宿。二条城に程近く、朝ごはんのみを提供する。（一泊朝食型の民宿）,,市バス「堀川丸太町」下車、徒歩3分地下鉄烏丸線「丸太町」駅下車、徒歩12分,,車椅子不可筆談対応可,小宿　布屋,075-211-8109,,,,http://www.nunoya.net/,2009-07-13,2019-02-14,
26000,0000000057,京都府,京都市上京区,廬山寺,ロザンジ,,,京都府京都市上京区寺町通広小路上ル北之辺町397,,35.024633 ,135.768280 ,休日：1/1、2/1～2/9、12/31,,,9時～16時,,大人　500円中学生以下　400円,本堂は仙洞御所の一部を移したもので、古くから皇室との関係が深い寺。源氏物語の作者、紫式部の邸宅跡ともいわれ、それにちなんで昭和40年（1965）には源氏の庭がつくられた。しっとりとした苔庭は、雅かな香りを漂わせている。また、6月中旬から9月頃まで桔梗が美しい。,,市バス「府立医大病院前」下車、徒歩約5分,,車椅子不可,廬山寺,075-231-0355,,,,http://www7a.biglobe.ne.jp/~rozanji/,2009-07-13,2021-01-15,感染症拡大防止対策として、・アルコール消毒の設置・従業員の体調管理、マスクの着用を行っています。
26000,0000009089,京都府,京都市上京区,御所西あいぜん　西村兄妹キモノ店,ゴショニシアイゼン　ニシムラキョウダイキモノテン,,,京都府京都市上京区上長者町通室町西入る,,35.023734 ,135.757603 ,休日：日曜日、月曜日,,,10時～18時,,,京都らしい手仕事の技で作られたきもの、帯の制作・小売。コーディネイトの相談や、アフターケア、メンテナンスの相談などお気軽にどうぞ。家族経営のアットホームなお店です。,,地下鉄烏丸線「丸太町」駅下車、徒歩8分地下鉄烏丸線「今出川」駅下車、徒歩10分,,車椅子可（要介助、要事前連絡）車椅子対応トイレ無し筆談対応可補助犬同行可（ただし、店外での待機を相談させていただく場合があります。）,御所西あいぜん　西村兄妹キモノ店,075-417-6885,,,,http://www.kimono-aizen.co.jp,2010-03-03,2021-03-05,新型コロナウイルス感染症拡大防止対策として、開閉可能な窓を開けての十分な換気、ドアやテーブルなど手が触れる箇所の消毒、入口にアルコール消毒を設置しております。また、従業員の検温、マスク着用、定期的な手指の消毒もしております。
